medio,fecha,titulo,autor,url,resumen,tags
Perú21,2024-12-30 14:18:00,"""No importa cómo esté, sino cómo sale"": Ángel Manero sobre baja aprobación de Dina Boluarte",,https://peru21.pe/politica/no-importa-como-este-sino-como-sale-angel-manero-sobre-baja-aprobacion-de-dina-boluarte/,,
Perú21,2024-12-30 11:24:00,Diviac: Remueven de la jefatura al coronel Franco Moreno Panta,,https://peru21.pe/politica/diviac-remueven-de-la-jefatura-al-coronel-franco-moreno-panta/,,
Perú21,2024-12-30 10:56:00,El día que Jimmy Carter recibió la Medalla Nacional de la Defensoría del Pueblo,,https://peru21.pe/politica/el-dia-que-jimmy-carter-recibio-la-medalla-nacional-de-la-defensoria-del-pueblo/,,
Perú21,2024-12-30 10:25:00,Muerte de Nilo Burga: Abogado insiste en que podría tratarse de un crimen,,https://peru21.pe/politica/muerte-de-nilo-burga-abogado-insiste-en-que-podria-tratarse-de-un-crimen/,,
Perú21,2024-12-30 07:00:00,Sunedu cerrará tres universidades,,https://peru21.pe/politica/sunedu-cerrara-tres-universidades/,,
Perú21,2024-12-30 07:00:00,Estas son las cortitas de hoy lunes 30 de diciembre de 2024,,https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-lunes-30-de-diciembre-de-2024/,,
Perú21,2024-12-30 07:00:00,Caso Andrea Vidal: Fiscalización citará a mujer que denunció por violación a Jorge Torres,,https://peru21.pe/politica/citaran-mujer-que-denuncio-por-violacion-jorge-torres-andrea-vidal/,,
Perú21,2024-12-30 07:00:00,Ley de ONG: Embajadores “no pueden tener injerencia”,,https://peru21.pe/politica/ley-de-ong-embajadores-no-pueden-tener-injerencia-canciller/,,
Perú21,2024-12-29 21:06:00,ONPE aprobó transferencia para financiamiento público de 10 partidos políticos,,https://peru21.pe/politica/onpe-aprobo-transferencia-para-financiamiento-publico-de-10-partidos-politicos/,,
Perú21,2024-12-29 14:50:00,Se realizó el primer vuelo de prueba en el nuevo Aeropuerto Jorge Chávez,,https://peru21.pe/politica/aeropuerto-jorge-chavez-se-realizo-el-primer-vuelo-de-prueba/,,
Perú21,2024-12-29 12:56:00,Diviac: remueven al coronel Franco Moreno,,https://peru21.pe/politica/diviac-remueven-al-coronel-franco-moreno-harvey-colchado/,,
Perú21,2024-12-29 12:35:00,Estas son las cortitas de hoy domingo 29 de diciembre de 2024,,https://peru21.pe/politica/estas-son-las-cortitas-de-hoy-domingo-29-de-diciembre-de-2024/,,
Perú21,2024-12-29 10:39:00,Caso Andrea Vidal: Citarán al Congreso a la mujer que denunció por violación a Torres Saravia,,https://peru21.pe/politica/andrea-vidal-mujer-que-denuncio-por-violacion-torres-saravia-ira-al-congreso/,,
Perú21,2024-12-29 07:28:00,El patriarca Añaños o cómo las familias cuentan las historias privadas de las naciones,,https://peru21.pe/politica/el-patriarca-ananos-o-como-las-familias-cuentan-las-historias-privadas-de-las-naciones/,,
Perú21,2024-12-29 07:25:00,El antaurismo tambalea,,https://peru21.pe/politica/el-antaurismo-tambalea/,,
Perú21,2024-12-29 07:22:00,De la Página 11 al acuerdo con Odebrecht,,https://peru21.pe/politica/de-la-pagina-11-al-acuerdo-con-odebrecht/,,
Perú21,2024-12-29 07:20:00,Sigue mal uso del financiamiento público: pagarán a abogados de líderes políticos,,https://peru21.pe/politica/financiamiento-publico-congreso-pagaran-abogados-de-lideres-politicos/,,
Perú21,2024-12-28 09:57:00,Gianfranco Castagnola: “La clase política se ha lumpenizado”,,https://peru21.pe/politica/gianfranco-castagnola-la-clase-politica-se-ha-lumpenizado-valerie-vasquez-de-velasco/,,
Perú21,2024-12-28 09:12:00,Poder Judicial ratificó orden de incautación de más de 1.5 millones de soles de Vladimir Cerrón,,https://peru21.pe/politica/pj-ordena-incautacion-de-mas-de-15-millones-de-soles-de-vladimir-cerron/,,
Perú21,2024-12-28 07:40:00,Roberto Chiabra: “APP no puede decir que (Torres) no es una persona cercana”,,https://peru21.pe/politica/roberto-chiabra-app-no-puede-decir-que-torres-no-es-una-persona-cercana/,,
