medio,fecha,titulo,autor,url,resumen,tags,texto_completo
El Comercio,2026-05-25T02:20:43.746Z,Fuerza Popular presenta sus propuestas sobre reforma del Estado: “Tenemos que elegir entre el caos y el orden”,Martín Calderón,https://elcomercio.pe/politica/fuerza-popular-debate-de-equipos-tecnicos-jne-en-vivo-hoy-24-de-mayo-reforma-del-estado-segunda-vuelta-de-elecciones-2026-keiko-fujimori-roberto-sanchez-noticia/,"En el debate técnico de este domingo 24 de mayo, el fujimorismo prometió que el Ejecutivo articulará todos los niveles del Estado.","Keiko Fujimori, Roberto Sánchez, Juntos por el Perú, Fuerza Popular, Elecciones, JNE, Debate técnico","El representante de Fuerza Popular en el debate técnico sobre la reforma del Estado, Vladimiro Huaroc Portocarrero , aseguró que en la segunda vuelta presidencial del 7 de junio, los peruanos elegirán “entre el caos y el orden”. “Este 7 de junio tenemos el compromiso de enfrentar una decisión trascendental en nuestras vidas, que es elegir entre el caos y el orden. Necesitamos una sociedad que pueda resolver con tiempo estas alternativas. … [Proponemos] un estado moderno, un estado que funcione, un estado que esté próximo y cercano. Ese compromiso es para que la gente tenga oportunidades de trabajo”, dijo. El también expresidente del gobierno regional de Junín destacó que Fuerza Popular, en su programa de Gobierno, presentó propuestas para modernizar el Estado, “y uno de los ejes fundamentales es la digitalización de la función pública en sus tres niveles. Tiene que haber una articulación entre los niveles más altos a los más pequeños del país”, dijo. Planteó que los trámites que realicen los ciudadanos en entidades públicas estén sincronizados. “Todo tiene que estar interconectado entre los ministerios, las regiones y los municipios. Un sistema digital es una propuesta importantísima para articular un Estado moderno como el que queremos”, afirmó. Huaroc, además, habló de coordinaciones frecuentes entre el Ejecutivo y el Legislativo para tomar medidas en conjunto. “La dinámica debe ser permanente y tiene que llevarse a cabo una coordinación. Toda democracia tiene que crear consensos, diálogos, no solo a nivel de las instituciones públicas, sino también dando participación a la ciudadanía”, señaló. “Los ciudadanos tienen que participar. Es la hora que la democracia se fortalezca y que los padres de la patria sean el ejemplo de lo que aspira la sociedad”, agregó. El representante de Fuerza Popular sostuvo que el problema fundamental del Perú no es la falta de esfuerzo de su población, sino que el Estado no funciona para su gente, mostrándose indiferente y ausente ante las necesidades de ciudadanos como madres, jóvenes, agricultores y emprendedores. Para Huaroc, el caos se manifiesta en trámites eternos, obras paralizadas, inversiones detenidas y un Estado que no coordina. Esto genera consecuencias negativas como el aumento de la informalidad, la pérdida de confianza, el incremento del crimen y el sentimiento de abandono. Con ello, planteó que la elección no se defina por ideologías de izquierda o derecha, sino por decidir entre continuar en el caos o construir el orden. El representante de Fuerza Popular prometió una reforma moderna del Estado que no buscará crear más burocracia, sino asegurar que el Estado resuelva problemas concretos. Destacó que actualmente los ministerios trabajan de forma aislada sin coordinar con regiones o municipios. Propuso convertir a la Presidencia de la República en un centro de gobierno estratégico para garantizar la articulación en todos los niveles del Estado."
El Comercio,2026-05-24T19:45:23.608Z,Encuesta de Datum le da 39.5% de intención de voto a Keiko Fujimori y 36.1% a Roberto Sánchez en segunda vuelta,Redacción EC,https://elcomercio.pe/politica/elecciones/encuesta-de-datum-le-da-395-de-intencion-de-voto-a-keiko-fujimori-y-361-a-roberto-sanchez-en-segunda-vuelta-ultimas-noticia/,El sondeo de Datum Internacional para América Multimedia fue realizado entre los días 17 al 20 de mayo.,"Encuesta, Segunda vuelta, Elecciones 2026, Keiko Fujiimori, Roberto Sánchez","Una encuesta de Datum Internacional , realizada para América Multimedia y difundida por América noticias, reveló que en este escenario de segunda vuelta presidencial, Keiko Fujimori tiene el 39.5% de intención de voto, mientras que Roberto Sánchez alcanza el 36.1% . El sondeo también revela que un 15.9% de los consultados optaría por votar en blanco o viciado , y un 8.5% seleccionó que no sabe y no opina. Este es el primer sondeo de esta encuestadora difundido luego de la formalización de los resultados de la primera vuelta del 12 y 13 de abril, donde se confirmó que los candidatos presidenciales de Fuerza Popular y Juntos por el Perú (JPP) serán quienes disputen la segunda vuelta del 7 de junio. La encuesta de Datum se realizó entre los días 17 y 20 de mayo a nivel nacional y tiene un margen de error de +/- 2.8% con un nivel de confianza de 95%. En total, se realizaron 1,200 encuestas en personas entre 18 y 70 años de todos los niveles socioeconómicos. A nivel de macrorregiones, Datum reveló que en Lima/Callao , el respaldo a Keiko Fujimori es de 48.8% y para Roberto Sánchez 25.6% . En la macrorregión norte , Fujimori tiene 41.1% y Sánchez 36.4% , mientras que en el Centro es de 30.1% y 47.3% respectivamente . A nivel de las regiones del sur , Keiko Fujimori tiene 27.9% y Roberto Sánchez llega al 44.7% . Finalmente, en Oriente que implica la selva peruana Fuerza Popular llega a 33% y Juntos por el Perú 45.2% . Estas cifras salen a la luz pocos días antes de la realización de los dos debates para la segunda vuelta, entre equipos técnicos y candidatos presidenciales que se realizarán los domingos 24 y 31 de mayo respectivamente."
El Comercio,2026-05-17T15:23:37.759Z,JNE proclama que los candidatos Keiko Fujimori y Roberto Sanchez pasan a la segunda vuelta presidencial,Sebastian Ortiz Martínez,https://elcomercio.pe/politica/jne-en-vivo-keiko-fujimori-y-roberto-sanchez-pasan-a-la-segunda-vuelta-presidencial-de-las-elecciones-peru-2026-noticia/,"El balotaje se realizará el 7 de junio. Keiko Fujimori (Fuerza Popular) obtuvo el 17,192% de los votos válidos, mientras que Roberto Sánchez (Juntos por el Perú) el 12,039%. ","Keiko Fujimori, Roberto Sánchez, Elecciones, JNE, Rafael López Aliaga","A poco más de un mes de haberse realizados las elecciones de primera vuelta, el Jurado Nacional de Elecciones (JNE) realizó la proclamación de los resultados e hizo oficial que los candidatos presidenciales Keiko Fujimori (Fuerza Popular) y Roberto Sánchez (Juntos por el Perú) disputarán la segunda vuelta el domingo 7 de junio. Durante la ceremonia, realizada en la sede de Jesús María de la entidad electoral, la secretaria general del JNE, Yessica Clavijo, detalló el número de voto y las ubicaciones que obtuvieron los 35 candidatos presidenciales. Fujimori Higuchi obtuvo el 17,192% de los votos válidos, mientras que Sánchez el 12,039%. Rafael López Aliaga (Renovación Popular) se quedó fuera del balotaje por 21,209 votos. En el acto estuvieron presentes el defensor del Pueblo, Josué Gutiérrez, y los representantes de las misiones electorales de observación, así como de la Asociación Civil Transparencia. Al lugar también llegó la congresista Norma Yarrow, integrante de la fórmula presidencial de López Aliaga. Cabe recordar que el empresario insiste con su denuncia de fraude y había solicitado al JNE que no proclame los resultados hasta que no se conozcan los resultados del peritaje a los sistemas de conteo de la ONPE. Yarrow estuvo en silencio y solo se dedicó a grabar toda la ceremonia. En conferencia de prensa, el presidente del JNE, Roberto Burneo, afirmó que las decisiones sobre la primera vuelta ya fueron tomadas y “son inapelables”. “Las decisiones ya están tomadas y son inapelables, no va a cambiar en nada cualquier pedido sobre las decisiones que ya hemos tomado como pleno”, remarcó. Agregó que si las organizaciones políticas, en referencia a Renovación Popular- que ha adelantado a través de Yarrow que buscará la nulidad de la proclamación de los resultados- tienen el derecho a realizar sus peticiones, pero que estas serán respondidas en base a los acuerdos adoptados en el pleno de su entidad y a la ley. “Las decisiones ya están tomadas y son inapelables, no va a cambiar en nada cualquier pedido sobre las decisiones que ya hemos tomado como pleno”, remarcó. Además, Burneo refirió que ni él ni los integrantes del JNE se sintieron presionados “por nadie”, al ser consultado sobre el ultimátum que López Aliaga le dio hace unas semanas para que anule las elecciones generales en Lima. En ese sentido, el presidente del JNE exhortó a la “tranquilidad y al respeto” a los participantes del proceso electoral. Burneo señaló que más adelante decidirá si inicia o no acciones legales en contra del exalcalde de Lima, a raíz de las amenazas que este último le realizó. El presidente del JNE, Roberto Burneo, brinda conferencia de prensa tras la proclación. Sobre el debate presidencial, Burneo dijo que responde a consensos con las respectivas organizaciones políticas. “Nosotros proponemos algunas fechas, pero eso será negociado con ellos. Será de forma inmediata mañana y pasado”, respondió. La ceremonia de proclamación de resultados de la primera vuelta ha concluido. En breve, el presidente del JNE ofrecerá una conferencia de prensa. El presidente del JNE, Roberto Burneo, informa que la segunda vuelta entre Fujimori Higuchi y Sánchez Palomino se realizará el 7 de junio, como estaba previsto. Los integrantes del pleno del JNE firma el acta de proclamación de resultados de la primera vuelta. La secretaria general del JNE, Yessica Clavijo, dio cuenta que su institución amplió el horario de instalación y votación el domingo 12 de abril. Y, además, extendió la elección el lunes 13 de abril en determinados colegios, donde las mesas de sufragio que no se instalaron. Ahora, informa sobre los JEE que han emitido sus actas de proclamación. Inicia la sesión solemne de proclamación de resultados de las elecciones presidenciales. La audiencia había sido convocada para las 7 a.m. El jefe interino de la ONPE, Bernardo Pachas, también está presente en la ceremonia. Ingresó a la sala junto con el defensor del Pueblo. El viernes 15 de mayo, la Oficina Nacional de Procesos Electorales (ONPE ) llegó al 100% de actas contabilizadas y actualizó sus resultados oficiales La proclamación oficial por parte del JNE se da más de un mes después de las elecciones del 12 de abril, marcadas por distintas irregularidades, entre otras, el día de la votación que obligaron a ampliar el horario de sufragio al lunes 13 en las mesa de Lima que no pudieron abrir por culpa de la ONPE. Desde el lunes y hasta este sábado 16 cada uno de los 60 Jurados Electorales Especiales (JEE) anunciaron los resultados presidenciales de sus respectivas juridicciones. Además, la Oficina Nacional de Procesos Electorales (ONPE) concluyó de contabilizar las 92,766 actas de los comicios."
El Comercio,2026-05-17T13:33:48Z,JNE proclama que Keiko Fujimori y Roberto Sánchez disputarán segunda vuelta electoral el 7 de junio ,Redacción EC,https://elcomercio.pe/elecciones/segunda-vuelta-elecciones-2026-en-vivo-jne-anuncia-que-candidatos-pasan-al-balotaje-del-7-de-junio-keiko-fujimori-roberto-sanchez-lbposting-noticia/,Este domingo se dio a conocer a las fórmulas presidenciales que disputarán el balotaje presidencial del 7 de junio. ,"Segunda vuelta 2026, Elecciones 2026, Roberto Sánchez, Keiko Fujimori, Jurado Nacional de Elecciones",
El Comercio,2026-05-16T02:41:32.186Z,Elecciones 2026: ONPE culmina conteo de votos de la primera vuelta presidencial al 100% de actas,Redacción EC,https://elcomercio.pe/politica/elecciones-2026-resultados-onpe-100-culmina-conteo-de-votos-rumbo-a-la-segunda-vuelta-presidencial-en-el-peru-entre-keiko-fujimori-roberto-sanchez-o-rafael-lopez-aliaga-noticia/,El JNE anunció que este domingo 17 proclamará los resultados de la elección presidencial y por ende se conocerá oficialmente las fórmulas que pasan a la segunda vuelta.,"Elecciones 2026, ONPE, Keiko Fujimori, Roberto Sánchez, Rafael López Aliaga, Elecciones","La Oficina Nacional de Procesos Electorales ( ONPE ) concluyó con el conteo de votos de la primera vuelta presidencial, de las elecciones generales del 2026 , al contabilizar el 100% de actas. A poco más de un mes de los comicios, el portal oficial de resultados de la ONPE registra la cantidad de votos y el porcentaje obtenido por cada uno de los candidatos presidenciales. NdR : El candidato Napoleón Becerra falleció el 15 de marzo en un accidente de tránsito ocurrido en el departamento de Ayacucho. Tenía 61 años. El lunes 11 de mayo los Jurados Electorales Especiales (JEE) iniciaron la proclamación de los resultados de las elecciones presidenciales en sus respectivas jurisdicciones. Este jueves, el Jurado Nacional de Elecciones (JNE) anunció en conferencia de prensa que este domingo 17 proclamará los resultados de la elección presidencial y por ende se conocerá oficialmente las fórmulas que pasan a la segunda vuelta. El presidente del JNE, Roberto Burneo, estimó que la proclamación de los candidatos que pasan al balotaje se realizará “en horas de la mañana”. Al inicio de la conferencia, la secretaria general del JNE, Yessica Clavijo , hizo el anuncio y precisó que el sabado 16 de mayo es la fecha máxima para que los Jurados Electorales Especiales (JEE) realicen la proclamación descentralizada de resultados. “Para garantizar la doble instancia, el JNE revisará las actas de proclamación. A partir del sábado 16 se comunicará a la ONPE que estamos expeditos para proclamar para que puedan realizar la prueba de color el domingo a partir del mediodía”, detalló."
El Comercio,2026-04-22T19:41:29.757Z,José María Balcázar “da por concluido” nombramiento de ministro de Defensa en medio de discrepancias en compra de aeronaves militares,Redacción EC,https://elcomercio.pe/politica/gobierno/ministro-de-defensa-carlos-alberto-diaz-danino-presenta-renuncia-irrevocable-por-discrepancias-en-compra-de-aeronaves-militares-ultimas-noticia/,"Por la mañana, casi al mismo tiempo se conoció carta de renuncia del ministro y oficio del presidente José María Balcázar donde “da por concluida designación” de Diaz Dañino como titular de Defensa.","Carlos Alberto Díaz Dañino, Ministerio de Defensa, José María Balcázar","Mediante una resolución suprema conocida al mediodía de este miércoles, el presidente José María Balcázar Zelada “dio por concluido” el nombramiento de Carlos Alberto Francisco Díaz Dañino como ministro de Defensa. “Dar por concluido el nombramiento, al cargo de Ministro de Estado en el Despacho de Defensa, del señor Carlos Alberto Francisco Díaz Dañino”, consigna el único articulo de la norma legal -firmada por el mandatario y el primer ministro Luis Arroyo. No se le brinda las gracias por los servicios prestados como se suele incluir en este tipo de disposiciones. La resolución fue publicada horas después de conocerse que Díaz Dañino había presentado su renuncia irrevocable al cargo, alegando una discrepancia “sustantiva” respecto a una decisión estratégica en materia de seguridad nacional vinculada a la adquisición de aeronaves caza. Casi al mismo tiempo se hizo pública una carta del propio mandatario donde “da por concluida designación” de Diaz Dañino como ministro de Defensa. En su carta de renuncia, puntualizó que su salida responde a una diferencia de criterio sobre el proceso de contratación para la compra de aviones de combate . Según indicó, esta decisión podría comprometer los intereses del país y generar consecuencias relevantes, motivo por el cual optó por dar un paso al costado. El exfuncionario precisó que todas las acciones relacionadas con dicho proceso fueron informadas oportunamente tanto al despacho presidencial como a la Presidencia del Consejo de Ministros , dentro del marco constitucional y legal vigente. En la carta del todavía ministro -fechada el 22 de abril de 2026- informó que deja el cargo que venía desempeñando desde el 17 de marzo y que durante su gestión actuó con compromiso en el fortalecimiento de la seguridad nacional y la protección de los intereses estratégicos del país. Finalmente, Francisco-Díaz Dañino agradeció la confianza depositada en su persona y manifestó su disposición para colaborar en una transición ordenada que garantice la continuidad de las funciones del sector Defensa."
El Comercio,2026-04-22T14:58:35.315Z,Hugo de Zela renuncia a la Cancillería por caso de aviones F-16  ,Redacción EC,https://elcomercio.pe/politica/gobierno/canciller-hugo-de-zela-renuncia-al-cargo-por-discrepancias-en-compra-de-aviones-f-16-a-estados-unidos-ultimas-noticia/,El hasta hoy titular de Relaciones Exteriores hizo oficial su decisión a través de una carta dirigida al presidente José María Balcázar. ,"Hugo de Zela, Aviones F-16, José María Balcázar, Cancillería","El ministro de Relaciones Exteriores, Hugo de Zela , presentó este miércoles su renuncia irrevocable al cargo en el marco de la controversia generada por la decisión del Gobierno de no adquirir los aviones militares F-16 a Estados Unidos . La misma decisión fue adoptada más temprano por el ministro de Defensa, Carlos Díaz Dañino. De Zela hizo oficial su decisión a través de una carta enviada al presidente de la República, José María Balcázar. En su misiva, el ahora excanciller señala que su dimisión se debe por su “completo desacuerdo con el repentino cambio de decisión política” adoptado por el jefe del Estado “en un tema de carácter estratégico, relativo a la seguridad nacional, que considero puede afectar gravemente los intereses nacionales”. “Al presentar esta renuncia, reafirmo mi permanente e inalterable compromiso con los altos intereses del Perú, a los que he servido y defendido durante toda mi vida profesional de casi 50 años”, agrega De Zela. Este miércoles 22 de abril, en declaraciones para RPP, De Zela explicó que presentó su carta de renuncia porque, en primer lugar, “la decisión política que ha adoptado el señor Balcázar pone en peligro nuestro país, le quita credibilidad, hace que nos convirtamos en un país con el cual no se puede confiar en un proceso de negociación”. “La segunda razón es que el señor Balcázar le ha mentido al país. Él sabía que los dos contratos se habían firmado el lunes 20. El ministro de Defensa (renunciante, Carlos Díaz), según me ha contado, le comunicó personal y directamente al presidente Balcázar junto con el presidente del Consejo de Ministros que los dos contratos se habían firmado”, explicó. “Sin embargo, el señor Balcázar ha estado saliendo en medios como todos lo hemos visto a decir que los contratos no están firmados. Creo que es particularmente grave que un jefe de Estado mienta”, añadió De Zela."
El Comercio,2026-04-20T16:53:41.113Z,Jurados Electorales Especiales inician este lunes audiencias públicas de recuento de votos,Redacción EC,https://elcomercio.pe/politica/elecciones/elecciones-2026-en-vivo-jee-inician-audiencias-publicas-de-recuento-de-votos-jne-jurados-electorales-especiales-noticia/,"La jornada de este lunes 20 de abril incluye audiencias en el JEE Chanchamayo desde las 8:00 a.m. para mesas de Pichanaqui, Satipo, Río Tambo y Río Negro en Junín. ","JEE, JNE, Elecciones 2026, Recuento de votos","Diversos Jurados Electorales Especiales ( JEE ) iniciaron este lunes 20 de abril las audiencias públicas de recuento de votos de las mesas de sufragio correspondientes a las Elecciones Generales 2026 . La jornada de hoy incluyó audiencias en el JEE Chanchamayo desde las 8:00 a.m. para mesas de Pichanaqui, Satipo, Río Tambo y Río Negro en Junín. Asimismo, el JEE Huancayo programó sesiones a las 9:00 a.m., mientras que el JEE Piura 2 iniciará la revisión de una mesa de La Arena a las 10:00 a.m. Se han programado las siguientes audiencias: Lunes 20 JEE Chanchamayo: Mira aquí la audiencia JEE Huancayo: Mira aquí la audiencia JEE Piura 2: Mira aquí la audiencia Martes 21 JEE Chanchamayo 08:00 a.m.-Mesa de sufragio N° 026797/ Junín- Satipo- Río Negro 09:00 a.m.-Mesa de sufragio N° 902541/ Junín-Satipo-Río Tambo Miércoles 22 JEE Chanchamayo: 08:00 a.m.-Mesa de sufragio N° 027178/Junín-Chanchamayo-Perené 09:00 a.m.-Mesa de sufragio N° 027043/Junín-Chanchamayo-Pichanaqui 10:00 a.m.-Mesa de sufragio N° 026580/Junín-Satipo-Río Negro 11:00 a.m.-Mesa de sufragio N° 026226/Junín-Tarma-La Unión JEE Ica 09:00 a.m.-Mesa de sufragio N° 021911/Ica-Ica-Ica 11:40 a.m.-Mesa de sufragio N° 022088/Ica-Ica-Tinguiña 03:00 p.m.-Mesa de sufragio N°022470/Ica-Ica-Santiago 05:40 p.m.-Mesa de sufragio N° 022323/Ica-Ica-Pueblo Nuevo JEE Arequipa 2 JEE Lima Norte 3: El cronograma del organismo electoral continuará el miércoles 22 de abril con nuevas audiencias públicas ya programadas. Para esa fecha se tiene prevista la participación del JEE Arequipa 2 y del JEE Lima Norte 3 , abarcando la revisión de mesas de sufragio de Socabaya, La Joya, Los Olivos y Carabayllo. En la resolución N°0182-2025-JNE, que reglamenta el recuento de votos, el JNE establece dos situaciones para que proceda el recuento de votos. Uno de los escenarios es que cuando haya actas observadas, el cotejo no sea suficiente para subsanar la observación. Y el otro, en caso de inexistencia de los ejemplares del acta electoral."
El Comercio,2026-04-17T21:03:58.302Z,¿Conoces de irregularidades en las elecciones generales? Envíanos tu denuncia,Redacción EC,https://elcomercio.pe/politica/elecciones/elecciones-2026-onpe-denuncia-irregularidades-votaciones-jne-denuncia-ciudadana-noticia/,"El proceso electoral del 12 y 13 de abril dejó cuestionamientos por fallas logísticas, mesas no instaladas y ampliaciones extraordinarias. Si fuiste testigo o afectado, comparte tu caso con El Comercio a través de este formulario.","onpe, denuncia, irregularidades, denuncia ciudadana, jne, elecciones 2026, Cédulas, quejas","El proceso electoral del 12 de abril de 2026 —extendido de manera excepcional al 13 de abril— estuvo marcado por una serie de incidencias que han generado preocupación pública y cuestionamientos políticos. Reportes oficiales y de organismos del sistema electoral dan cuenta de problemas logísticos, retrasos en la instalación de mesas y ciudadanos que no pudieron ejercer su derecho al voto. De acuerdo con información del propio sistema electoral, cerca del 30% de mesas no estaban instaladas hasta el mediodía de la jornada electoral, principalmente en Lima, lo que provocó largas colas y desorden en varios locales de votación. Asimismo, se confirmó que 211 mesas no llegaron a instalarse , afectando a más de 63 mil electores , lo que obligó a las autoridades a extender el proceso electoral hasta el lunes 13 de abril en determinadas zonas. Estas irregularidades han derivado incluso en pedidos formales de nulidad del proceso electoral ante los Jurados Electorales Especiales, bajo el argumento de que la ampliación de la votación y las fallas logísticas habrían vulnerado la normativa vigente. En paralelo, la Comisión de Fiscalización del Congreso ha citado al presidente del Jurado Nacional de Elecciones (JNE) para que explique las causas de estas fallas, consideradas por diversas instancias como “graves irregularidades” en la organización de los comicios. A nivel internacional, misiones de observación han señalado que, si bien no hay evidencia concluyente de fraude, sí existieron problemas operativos y retrasos significativos que afectaron el normal desarrollo de la jornada electoral. En este contexto, El Comercio abre este espacio para recoger testimonios ciudadanos sobre lo ocurrido durante las elecciones. Si fuiste testigo de irregularidades, problemas en tu mesa de votación, retrasos, falta de material electoral u otras incidencias, puedes enviarnos tu caso aquí: El formulario solo consta de cuatro preguntas y está habilitado para recibir fotos, videos y otros documentos."
El Comercio,2026-04-17T14:07:28.641Z,Elecciones 2026: Denuncian hallazgo de cédulas de votación abandonadas en Surquillo,Redacción EC,https://elcomercio.pe/politica/denuncian-hallazgo-de-cedulas-de-votacion-abandonadas-en-surquillo-ultimas-noticia/,"El programa de Beto Ortiz reveló el hallazgo, y la jefa de ODPE Surco, Claudia Sandoval, aseguró que se tratan de cuatro cajas que se olvidaron por un “error involuntario”.","ONPE, Surco, Elecciones 2026, ODPE, cédulas de votación","Cuatro cajas con cédulas de votación fueron halladas abandonadas en una calle de Surquillo, denunció el programa “Beto a saber”, de Willax Televisión, este jueves 16. El material correspondería a las mesas N° 050620, 050618, 050619 y 050627 del local de votación de la I. E. 6082 Los Próceres, en Santiago de Surco. Tras la denuncia, efectivos policiales acudieron a Willax para levantar un acta y proceder con el recojo del material electoral. De acuerdo con el reportaje emitido en el programa, las cajas fueron encontradas junto a un tacho de basura , en una esquina del distrito. Efectivos de la Policía, liderados por el capitán Vizcarra, llegaron hasta el canal para recepcionar las cajas y recoger la versión de cómo fueron halladas para luego proceder con las investigaciones correspondientes. “Primero tenemos que analizar la información que se tiene acá, para poder dar una versión un poco más fidedigna de lo que pudo haber estado sucediendo”, agregó el efectivo. Minutos más tarde, se presentó la jefa de la Oficina Descentralizada de Procesos Electorales ( ODPE ) de Surco, Claudia Sandoval, para responder ante esta presunta ruptura en la cadena de custodia. “Nosotros contratamos unos vehículos para el repliegue a la ODPE (desde el local de votación), pero unos trabajadores de mi ODPE por un error involuntario lo han olvidado”, comentó la jefa de la ODPE de Surco. Según su testimonio, tendría pruebas que demostrarían que desde el domingo vienen comunicándose con la empresa encarga del repliegue para que las cajas sean devueltas. “ No se han dejado botadas en el distrito de Surquillo . Nunca nos respondieron. Ha sido un error involuntario, nos hemos comunicado, y la empresa no nos ha respondido”, resaltó. Momentos después de revelarse que cédulas de votación fueron halladas abandonadas en una calle de Surquillo , el candidato Rafael López Aliaga se pronunció y dijo que la jefa de la ODPE debería haber tenido en sus manos una denuncia por pérdida. “Yo creo que si va a un programa, [la funcionaria] tendría que ir con una denuncia de pérdida. Ella se aparece a dar su dicho, pero se aparece muy ‘chicha’”, precisó. López Aliaga también afirmó que a él le llegaron “fotos de más cajas de otras personas” que vieron cédulas en tachos de basura."
El Comercio,2026-04-16T16:34:40.538Z,Gabinete ministerial se presentó ante el Congreso en busca del voto de confianza,Redacción EC,https://elcomercio.pe/politica/voto-de-confianza-en-vivo-gabinete-ministerial-de-luis-arroyo-ante-el-congreso-para-pedir-el-respaldo-de-los-parlamentarios-video-noticia/,"De no obtener el respaldo del Parlamento, el presidente del Consejo de Ministros debe presentar su renuncia y el mandatario debe nombrar a un nuevo equipo.","Voto de Confianza, Luis Arroyo, Congreso, José María Balcázar","El presidente del Consejo de Ministros, Luis Arroyo -junto a los miembros de su gabinete- se presenta este jueves ante el pleno del Congreso para solicitar el voto de confianza, requisito constitucional que le permitirá seguir en funciones. Por cerca de una hora, el primer ministro sustentó los principales lineamientos de su gestión para luego pedir el respaldo de los parlamentarios. En caso no lo obtenga, debe presentar su renuncia y el presidente José María Balcázar nombrar a un nuevo equipo. Durante su exposición, Arroyo señaló que los principales ejes de su gestión son la seguridad ciudadana, la continuidad económica y la transición democrática. “Desde el primer día de esta gestión se ha venido tomando decisiones y ejecutando acciones coordinadas y firmes en (esos) ejes de la política de gobierno, sin descuidar otros campos como la salud, la edución y la gestión de emergencias”, señaló. Arroyo pidió al Congreso que le permita realizar una transición ordenada y entregar al próximo gobierno un país “enrumbado hacia el progreso, que ofrezca a las familias esperanza para desarrollar sus proyectos de vida”. A las 9:25 a.m., Balcázar acompañó a su gabinete en pleno hasta la puerta principal de Palacio de Gobierno para despedirlos antes de que acudan al Congreso, gesto político que se repite en la mayoría de gobiernos. Además, como siempre sucede antes del voto de confianza, el jefe del Gabinete se reunió distintos partidos políticos en busca de su apoyo. Sostuvo encuentros con Somos Perú, Alianza Para el Progreso (APP) y Acción Popular (AP). El 16 de marzo, Luis Enrique Arroyo Sánchez, general EP en retiro, juró como nuevo titular del Gabinete, en reemplazo de Denisse Miralles, quien fue retirada del cargo por Balcázar en medio de presiones políticas y falta de respaldo desde el Parlamento. Según lo establece la Constitución, la presentación del Gabinete debe darse dentro de los 30 días tras la juramentación. El Gobierno decidió cumplir con este obligación constitucional luego de realizarse la primera vuelta electoral, el 12 de abril."
El Comercio,2026-04-16T15:05:00Z,Elecciones Perú 2026: Resultados de la ONPE en Ucayali,Redacción EC,https://elcomercio.pe/politica/elecciones/resultados-elecciones-peru-2026-en-ucayali-conteo-oficial-onpe-de-comicios-presidenciales-noticia/,Conoce en esta nota los resultados ONPE en Ucayali de los comicios generales del domingo 12 de abril,"Elecciones 2026, ONPE, Ucayali, Presidente, Resultados","Más de 27 millones de peruanos fueron convocados para sufragar el domingo 12 de abril en las Elecciones Generales Perú 2026, en las que se elegirá al nuevo presidente, vicepresidentes (2), diputados (130), senadores (60) y parlamentarios andinos (5). El proceso de votación en el marco de las Elecciones Perú 2026 inició a las 7 a.m. y culminó a las 6 p.m., hora en la que se cerraron las mesas de sufragio. Sin embargo, el JNE determinó que el lunes 13 de abril se realice una jornada de sufragio extraordinario para que puedan votar las personas que no pudieron hacerlo el domingo por falta de material electoral. Este proceso se dio en 13 centros de votación de Lima Metropolitana y en dos ciudades de Estados Unidos (Orlando y Patterson). En esta nota podrás revisar los resultados oficiales ONPE de las elecciones en Ucayali según el conteo de la Oficina Nacional de Procesos Electorales (ONPE). Con 1564 de actas escrutadas, los resultados en Ucayali ponen en primer lugar a Keiko Fujimori de Fuerza Popular con 38.4% de votos válidos, seguido por Roberto Sánchez Palomino de Juntos por el Perú con 35.9%. Además se han contabilizado 19.44% de votos en blanco y 5.6% de votos viciados. ¿Cómo será el Congreso bicameral? Con respecto a la elección de senadores, de los 60 en total, 30 serán elegidos por todos los electores a nivel nacional. Los otros 30 serán elegidos en 27 distritos electorales: cada distrito elegirá un senador, excepto Lima Metropolitana, que elegirá cuatro. Entre las principales funciones de los senadores se encuentran el aprobar, modificar o rechazar los proyectos de ley enviados por la Cámara de Diputados, así como elegir y designar a altas autoridades y funcionarios, como el defensor del Pueblo, el contralor general de la República, los magistrados del Tribunal Constitucional, entre otros. En lo que se refiere a los diputados, en estas elecciones se elegirá a 130 representantes, y entre sus principales funciones están el aprobar los proyectos de ley que luego serán revisados por el Senado, además de interpelar y censurar a los ministros de Estado. Los diputados también podrán otorgar o negar la cuestión de confianza planteada por iniciativa ministerial. ¿Cuál es la multa por no votar? Esta penalidad no es igual para todos, debido a que depende de la clasificación socioeconómica del distrito donde el ciudadano omiso al sufragio está registrado en su Documento Nacional de Identidad (DNI). La multa se calcula en función del monto de la UIT 2026, que es de S/5.500. Distritos no pobres: 2% de la UIT, lo que equivale a S/ 110. Distritos pobres: 1% de la UIT, lo que equivale a S/ 55. Distritos en pobreza extrema: 0.5% de la UIT, lo que equivale a S/ 27.50. ¿Debo pagar multa si no cumplo con mi función de miembro de mesa? Sí, y en este caso la penalidad equivale al 5% de una UIT, es decir, S/275."
